model,gene,top_celltype,zscore
PMC11384320_m6A_ferroptosis_COAD,HSD17B11,Epithelial,1.75
PMC11384320_m6A_ferroptosis_COAD,VEGFA,Endothelial,1.5
PMC11384320_m6A_ferroptosis_COAD,CXCL2,Macrophage,1.82
PMC11384320_m6A_ferroptosis_COAD,ASNS,Endothelial,1.62
PMC11384320_m6A_ferroptosis_COAD,FABP4,Endothelial,2.27
PMC11384320_m6A_ferroptosis_COAD,GPX2,Epithelial,1.65
PMC11297001_oxidative_stress_COAD,RYR2,Fibroblast,1.86
PMC11297001_oxidative_stress_COAD,GSR,MastCell,2.07
PMC11297001_oxidative_stress_COAD,GSTM1,Bcell,1.85
PMC11297001_oxidative_stress_COAD,HSPA1A,Fibroblast,1.9
PMC11297001_oxidative_stress_COAD,ACADL,Bcell,2.2
PMC11297001_oxidative_stress_COAD,STK25,Endothelial,1.47
PMC11297001_oxidative_stress_COAD,ALOX12,Epithelial,2.27
PMC11297001_oxidative_stress_COAD,MAPK12,Endothelial,1.92
PMC11297001_oxidative_stress_COAD,SERPINA1,Macrophage,1.69
PMC11297001_oxidative_stress_COAD,CYP19A1,Fibroblast,1.99
PMC11297001_oxidative_stress_COAD,NOL3,Epithelial,1.51
PMC11297001_oxidative_stress_COAD,NGF,Tcell,1.96
PMC11297001_oxidative_stress_COAD,GDF15,Endothelial,1.49
PMC11297001_oxidative_stress_COAD,NTRK2,Bcell,1.28
PMC11297001_oxidative_stress_COAD,DAPK1,Macrophage,2.11
PMC11297001_oxidative_stress_COAD,UCN,Macrophage,2.2
PMC11297001_oxidative_stress_COAD,HBA2,Epithelial,2.17
PMC13083393_autophagy_BRCA,ATG5,Cancer Epithelial,2.63
PMC13083393_autophagy_BRCA,SLC1A4,Plasmablasts,2.1
PMC13083393_autophagy_BRCA,AKT3,Endothelial,1.75
PMC13083393_autophagy_BRCA,CLTA,Endothelial,0.94
PMC13083393_autophagy_BRCA,HSPA2,PVL,1.61
PMC13083393_autophagy_BRCA,MAP2K5,Normal Epithelial,1.92
PMC13083393_autophagy_BRCA,MAP1LC3B,Endothelial,1.69
PMC13083393_autophagy_BRCA,ITPR1,Normal Epithelial,1.4
PMC13083393_autophagy_BRCA,DDIT4,Endothelial,1.74
PMC13083393_autophagy_BRCA,RPS6KA3,Endothelial,1.96
PMC13083393_autophagy_BRCA,DAPK1,Myeloid,2.64
PMC13406258_PCDgenes_BRCA,BRSK2,PVL,2.65
PMC13406258_PCDgenes_BRCA,CD24,Cancer Epithelial,2.18
PMC13406258_PCDgenes_BRCA,IFNG,T-cells,2.67
PMC13406258_PCDgenes_BRCA,LAMB3,Normal Epithelial,2.51
PMC13406258_PCDgenes_BRCA,PDX1,Cancer Epithelial,2.67
PMC13406258_PCDgenes_BRCA,PMAIP1,B-cells,1.49
PMC13406258_PCDgenes_BRCA,SLC7A11,Cancer Epithelial,1.97
PMC13406258_PCDgenes_BRCA,TRIML2,CAFs,2.51
PMC11855622_mitophagyE3_BRCA,ARIH1,Normal Epithelial,1.11
PMC11855622_mitophagyE3_BRCA,SIAH2,Cancer Epithelial,1.91
PMC11855622_mitophagyE3_BRCA,UBR5,Cancer Epithelial,1.17
PMC11855622_mitophagyE3_BRCA,WWP2,PVL,1.26
PMC12647489_cholesterol_HCC,EPHX2,Malignant cells,1.95
PMC12647489_cholesterol_HCC,FABP5,TAMs,1.59
PMC12647489_cholesterol_HCC,SQLE,Malignant cells,2.01
PMC12647489_cholesterol_HCC,ANXA2,TECs,1.5
PMC12647489_cholesterol_HCC,ADH4,Malignant cells,2.04
PMC12647489_cholesterol_HCC,HMGCS2,Malignant cells,2.04
PMC12647489_cholesterol_HCC,CYP7A1,Malignant cells,2.04
PMC12647489_cholesterol_HCC,ACADL,Malignant cells,2.04
PMC13490468_ATIC_HCC,ATIC,Malignant cells,1.87
PMC13490468_ATIC_HCC,RHEB,Malignant cells,1.11
PMC13490468_ATIC_HCC,TMEM74,Malignant cells,2.03
PMC13490468_ATIC_HCC,PRKCD,TAMs,1.95
PMC9906058_ferroptosis_cuproptosis_HCC,TXNRD1,Malignant cells,1.93
PMC9906058_ferroptosis_cuproptosis_HCC,FTL,TAMs,1.67
PMC9906058_ferroptosis_cuproptosis_HCC,GPX4,Malignant cells,1.28
PMC9906058_ferroptosis_cuproptosis_HCC,PRDX1,Malignant cells,1.38
PMC9906058_ferroptosis_cuproptosis_HCC,VDAC2,Malignant cells,1.44
PMC9906058_ferroptosis_cuproptosis_HCC,OTUB1,Malignant cells,1.19
PMC9906058_ferroptosis_cuproptosis_HCC,NRAS,TECs,1.27
PMC9906058_ferroptosis_cuproptosis_HCC,SLC38A1,T cells,1.73
PMC9906058_ferroptosis_cuproptosis_HCC,SLC1A5,TAMs,1.47
PMC11577587_glutamine_HCC,G6PD,Malignant cells,1.83
PMC11577587_glutamine_HCC,GPX7,Malignant cells,2.02
PMC11577587_glutamine_HCC,RRM1,Malignant cells,1.42
PMC11577587_glutamine_HCC,RRM2,Malignant cells,1.88
PMC11760997_senescence_STAD,HHIP-AS1,Fibroblasts,2.62
PMC11760997_senescence_STAD,LINC01589,Mast,2.52
PMC11760997_senescence_STAD,LINC01615,Fibroblasts,2.49
PMC11760997_senescence_STAD,STARD4-AS1,Fibroblasts,2.44
PMC12399450_mitochondrial_STAD,ATP8A2,Endothelial,2.55
PMC12399450_mitochondrial_STAD,TARS2,Epithelial,2.09
PMC12399450_mitochondrial_STAD,COX15,Fibroblasts,1.8
PMC12219082_necroptosis_SKCM,TUFM,Tprolif,1.84
PMC12219082_necroptosis_SKCM,CD53,Mono/Macro,0.88
PMC12219082_necroptosis_SKCM,KLRC1,NK,2.72
PMC12219082_necroptosis_SKCM,STAT4,NK,1.61
PMC12219082_necroptosis_SKCM,IFI35,DC,1.95
PMC12219082_necroptosis_SKCM,XCL1,NK,2.35
PMC12219082_necroptosis_SKCM,TAPBP,NK,0.8
PMC12219082_necroptosis_SKCM,SOD2,Mono/Macro,2.81
PMC12905907_disulfidptosis_SKCM,UCP2,DC,1.42
PMC12905907_disulfidptosis_SKCM,TMX4,CD8Tex,1.07
PMC12905907_disulfidptosis_SKCM,WWTR1,Treg,2.39
PMC12905907_disulfidptosis_SKCM,CDH19,CD4Tconv,2.61
PMC12905907_disulfidptosis_SKCM,CD79A,B,2.64
PMC9420977_cuproptosis_Glioma,FDX1,AC-like Malignant,1.82
PMC9420977_cuproptosis_Glioma,LIPT1,AC-like Malignant,1.39
PMC9420977_cuproptosis_Glioma,DLD,NPC-like Malignant,1.43
PMC9420977_cuproptosis_Glioma,DBT,AC-like Malignant,1.51
PMC9420977_cuproptosis_Glioma,GCSH,AC-like Malignant,2.01
PMC9420977_cuproptosis_Glioma,DLAT,AC-like Malignant,1.41
PMC9420977_cuproptosis_Glioma,SLC31A1,Mono/Macro,1.49
PMC9420977_cuproptosis_Glioma,ATP7A,Oligodendrocyte,2.23
PMC9420977_cuproptosis_Glioma,ATP7B,NPC-like Malignant,1.57
PMC12239816_hypoxia_Glioma,ALOX5,Mono/Macro,2.44
PMC12239816_hypoxia_Glioma,NGB,NPC-like Malignant,2.12
PMC12239816_hypoxia_Glioma,SLC2A1,MES-like Malignant,2.18
PMC12239816_hypoxia_Glioma,ATF3,Mono/Macro,2.07
PMC12239816_hypoxia_Glioma,OXSR1,NPC-like Malignant,1.69
PMC12239816_hypoxia_Glioma,SLC2A3,CD8Tex,1.91
PMC12239816_hypoxia_Glioma,CAPG,Mono/Macro,2.32
PMC12239816_hypoxia_Glioma,PRDX1,Oligodendrocyte,1.98
PMC12239816_hypoxia_Glioma,SLC40A1,AC-like Malignant,2.27
PMC12239816_hypoxia_Glioma,CEBPG,AC-like Malignant,1.13
PMC12239816_hypoxia_Glioma,RGS4,MES-like Malignant,2.07
PMC12239816_hypoxia_Glioma,STEAP3,AC-like Malignant,1.61
PMC12239816_hypoxia_Glioma,HAMP,Mono/Macro,2.47
PMC12239816_hypoxia_Glioma,RPL8,CD8Tex,0.82
PMC12239816_hypoxia_Glioma,TF,Oligodendrocyte,2.47
PMC12239816_hypoxia_Glioma,HMOX1,Mono/Macro,2.27
PMC12239816_hypoxia_Glioma,RRM2,Malignant,2.43
PMC12239816_hypoxia_Glioma,VEGFA,MES-like Malignant,2.08
PMC12239816_hypoxia_Glioma,MAP3K5,AC-like Malignant,2.27
PMC12239816_hypoxia_Glioma,SESN2,AC-like Malignant,2.05
PMC12239816_hypoxia_Glioma,XBP1,Mono/Macro,1.76
PMC12239816_hypoxia_Glioma,NCF2,Mono/Macro,2.32
PMC12239816_hypoxia_Glioma,SLC1A4,AC-like Malignant,2.45
PMC12378281_disulfidptosis_AML,AIFM2,Plasma,2.63
PMC12378281_disulfidptosis_AML,FTMT,Mono/Macro,2.7
PMC12378281_disulfidptosis_AML,MYB,GMP,1.5
PMC12378281_disulfidptosis_AML,PRKAA2,HSC,2.47
PMC12378281_disulfidptosis_AML,PSAT1,Plasma,3.24
PMC12378281_disulfidptosis_AML,SLC7A11,B,2.66
PMC12402452_exosome_AML,EXOSC4,EryPro,2.16
PMC12402452_exosome_AML,TMEM109,Promonocyte,1.71
PMC12402452_exosome_AML,THBS1,Mono/Macro,3.0
PMC12402452_exosome_AML,MYH9,Tprolif,2.17
PMC12402452_exosome_AML,HLA-DRA,B,1.88
PMC10184413_cuproptosis_ferroptosis_KIRC,TRIB3,Malignant,2.32
PMC10184413_cuproptosis_ferroptosis_KIRC,SLC2A3,Endothelial,1.94
PMC10184413_cuproptosis_ferroptosis_KIRC,PML,Endothelial,2.02
PMC10184413_cuproptosis_ferroptosis_KIRC,CD44,Mono/Macro,1.31
PMC10184413_cuproptosis_ferroptosis_KIRC,CDKN2A,Pericytes,1.75
PMC10184413_cuproptosis_ferroptosis_KIRC,MIOX,Epithelial,2.35
PMC12047218_glycolysis_OS,CHPF,Malignant,1.56
PMC12047218_glycolysis_OS,RRAGD,Osteoblasts,1.62
PMC12047218_glycolysis_OS,TPR,Malignant,1.36
PMC12047218_glycolysis_OS,VCAN,Fibroblasts,1.54
PMC10469729_glutamine_UCEC,PHGDH,Fibroblasts,1.51
PMC10469729_glutamine_UCEC,ASRGL1,Fibroblasts,2.04
PMC10469729_glutamine_UCEC,ASNS,Fibroblasts,1.82
PMC11504279_hypoxia_PAAD,SLC2A1,Malignant,1.55
PMC11504279_hypoxia_PAAD,CA9,Malignant,1.63
PMC11504279_hypoxia_PAAD,PLAU,Fibroblasts,1.69
PMC13333213_pyroptosis_NSCLC,PRKACA,CD8T,1.13
PMC13333213_pyroptosis_NSCLC,CASP4,CD8T,0.9
PMC10564413_senescence_CESC,PTTG1,CD8T,1.8
PMC10564413_senescence_CESC,E2F1,Malignant,1.28
PMC10564413_senescence_CESC,CBX7,Endometrial stromal cells,1.7
PMC10564413_senescence_CESC,SPOP,SMC,1.59
PMC10564413_senescence_CESC,RPS6KA6,Endometrial stromal cells,1.45
PMC10564413_senescence_CESC,ABI3,Mono/Macro,1.73
PMC12906242_m6A_OS,CASP8AP2,Fibroblasts,1.83
PMC12906242_m6A_OS,DNMT1,Fibroblasts,0.88
PMC12906242_m6A_OS,GTF2F1,CD8Tex,1.47
PMC12906242_m6A_OS,KCNK7,Mono/Macro,1.94
PMC12906242_m6A_OS,KRT14,Fibroblasts,2.36
PMC12906242_m6A_OS,LATS1,Endothelial,1.89
PMC12906242_m6A_OS,MCAM,Endothelial,2.43
PMC12906242_m6A_OS,NAV2,Osteoblasts,1.65
PMC12906242_m6A_OS,NIN,Endothelial,1.45
PMC12906242_m6A_OS,NNT,Osteoblasts,2.28
PMC12906242_m6A_OS,NR4A3,Mono/Macro,2.41
PMC12906242_m6A_OS,PPOX,Malignant,1.99
PMC12906242_m6A_OS,SLC7A1,Osteoblasts,1.75
PMC12906242_m6A_OS,TRAP1,Osteoblasts,2.31
PMC10475834_cuproptosis_lncRNA_LUAD,LINC00324,B,0.82
PMC10475834_cuproptosis_lncRNA_LUAD,COLCA1,B,1.09
PMC10475834_cuproptosis_lncRNA_LUAD,HAGLR,CD8T,1.15
PMC10475834_cuproptosis_lncRNA_LUAD,MIR4435-2HG,CD8T,1.08
PMC10475834_cuproptosis_lncRNA_LUAD,NKILA,CD4Tconv,0.91
PMC10085621_hypoxia_NSCLC,IGFBP3,CD8T,0.8500000238418579
PMC10085621_hypoxia_NSCLC,DDIT4,CD8T,1.0800000429153442
PMC10085621_hypoxia_NSCLC,PHLDA2,CD8T,1.1299999952316284
PMC10085621_hypoxia_NSCLC,RRAS,CD8T,1.0499999523162842
PMC10085621_hypoxia_NSCLC,WDR4,B,0.8299999833106995
PMC10085621_hypoxia_NSCLC,EXO1,CD8T,1.1100000143051147
PMC10085621_hypoxia_NSCLC,ECT2,CD8T,1.1399999856948853
PMC10085621_hypoxia_NSCLC,TYMS,CD8T,0.8899999856948853
PMC10085621_hypoxia_NSCLC,CDC25C,CD8T,1.149999976158142
PMC10085621_hypoxia_NSCLC,PLK1,CD8T,0.800000011920929
PMC10085621_hypoxia_NSCLC,FERMT1,CD8T,1.149999976158142
PMC10085621_hypoxia_NSCLC,PCSK9,CD8T,1.1399999856948853
PMC11564170_cuproptosis_AML,LGR4,EryPro,2.5399999618530273
PMC11564170_cuproptosis_AML,C2orf88,Plasma,3.0399999618530273
PMC11564170_cuproptosis_AML,PGAP1,CD8T,1.7599999904632568
PMC11564170_cuproptosis_AML,ACSM1,EryPro,1.6200000047683716
PMC11564170_cuproptosis_AML,PRSS2,HSC,3.200000047683716
PMC11564170_cuproptosis_AML,SNORD19C,Malignant,1.909999966621399
PMC11564170_cuproptosis_AML,PSMD6-AS2,CD8T,1.8799999952316284
PMC11564170_cuproptosis_AML,CNN3,HSC,2.200000047683716
PMC12084325_disulfidptosis_lncRNA_AML,LINC01694,Malignant,1.5099999904632568
PMC12084325_disulfidptosis_lncRNA_AML,THAP9-AS1,Progenitor,1.5
PMC12084325_disulfidptosis_lncRNA_AML,L3MBTL4-AS1,HSC,1.559999942779541
PMC9086515_ferroptosis_Glioma,DPP4,CD8Tex,1.919999957084656
PMC9086515_ferroptosis_Glioma,CAPG,Mono/Macro,2.319999933242798
PMC9086515_ferroptosis_Glioma,HSPB1,AC-like Malignant,1.7699999809265137
PMC9086515_ferroptosis_Glioma,AURKA,Malignant,2.369999885559082
PMC9086515_ferroptosis_Glioma,SESN2,AC-like Malignant,2.049999952316284
PMC9086515_ferroptosis_Glioma,PGD,OPC-like Malignant,1.190000057220459
PMC9086515_ferroptosis_Glioma,ARNTL,AC-like Malignant,1.8899999856948853
PMC9086515_ferroptosis_Glioma,LAMP2,Oligodendrocyte,2.1500000953674316
PMC9086515_ferroptosis_Glioma,EIF2AK4,MES-like Malignant,1.919999957084656
PMC9048552_autophagy_lncRNA_SKCM,AC090948.3,CD4Tconv,1.6100000143051147
PMC9048552_autophagy_lncRNA_SKCM,USP30-AS1,DC,1.8600000143051147
PMC9048552_autophagy_lncRNA_SKCM,AC068282.1,DC,2.7799999713897705
PMC9048552_autophagy_lncRNA_SKCM,AC004687.1,DC,2.2300000190734863
PMC9048552_autophagy_lncRNA_SKCM,AL133371.2,DC,2.690000057220459
PMC9048552_autophagy_lncRNA_SKCM,PCED1B-AS1,Treg,1.190000057220459
PMC9048552_autophagy_lncRNA_SKCM,HLA-DQB1-AS1,B,1.850000023841858
PMC9048552_autophagy_lncRNA_SKCM,AC011374.2,Treg,1.409999966621399
PMC9048552_autophagy_lncRNA_SKCM,LINC00324,Treg,0.9300000071525574
PMC9048552_autophagy_lncRNA_SKCM,ITGB2-AS1,Treg,1.0800000429153442
PMC9048552_autophagy_lncRNA_SKCM,LINC00520,Mono/Macro,2.559999942779541
PMC9048552_autophagy_lncRNA_SKCM,DBH-AS1,CD8Tex,1.6299999952316284
PMC9524961_hypoxia_HCC,ENO1,Malignant cells,1.45
PMC9524961_hypoxia_HCC,SAP30,TAMs,1.62
PMC9524961_hypoxia_HCC,STC2,TECs,1.82
PMC10294479_autophagy_HCC,GNAI3,TAMs,1.14
PMC10294479_autophagy_HCC,FKBP1A,TECs,1.89
PMC10294479_autophagy_HCC,BIRC5,Malignant cells,1.96
PMC10294479_autophagy_HCC,SH3GLB1,TECs,1.73
PMC10294479_autophagy_HCC,HIF1A,TECs,1.09
PMC10294479_autophagy_HCC,RHEB,Malignant cells,1.11
PMC10294479_autophagy_HCC,EIF2S1,Malignant cells,1.29
PMC10294479_autophagy_HCC,RAB1A,CAFs,1.11
PMC10294479_autophagy_HCC,ATIC,Malignant cells,1.87
PMC10294479_autophagy_HCC,NPC1,TAMs,1.39
PMC10294479_autophagy_HCC,PRKCD,TAMs,1.95
PMC10294479_autophagy_HCC,ATG4B,TECs,1.15
PMC10294479_autophagy_HCC,CLN3,Malignant cells,1.67
PMC10164321_pyroptosis_HCC,BAK1,TAMs,1.08
PMC10164321_pyroptosis_HCC,NOD2,TAMs,2.0
PMC11491388_disulfidptosis_lncRNA_HCC,TMCC1-AS1,TAMs,1.19
PMC11491388_disulfidptosis_lncRNA_HCC,FOXD2-AS1,Malignant cells,1.9
PMC11491388_disulfidptosis_lncRNA_HCC,LINC01063,TECs,1.96
PMC11491388_disulfidptosis_lncRNA_HCC,SLC25A30-AS1,Malignant cells,1.93
PMC11914417_disulfidptosis_CRC,VSIG4,Macrophage,2.27
PMC11914417_disulfidptosis_CRC,SCG2,Epithelial,2.27
PMC11914417_disulfidptosis_CRC,INHBB,Epithelial,2.0
PMC11914417_disulfidptosis_CRC,DDC,Epithelial,2.26
PMC11914417_disulfidptosis_CRC,CXCL13,Tcell,2.26
PMC11914417_disulfidptosis_CRC,KLK10,Epithelial,2.19
PMC11914417_disulfidptosis_CRC,CXCL10,Macrophage,1.63
PMC11914417_disulfidptosis_CRC,CCL11,Fibroblast,2.27
PMC9767988_pyroptosis_lncRNA_STAD,TUG1,Fibroblasts,1.7599999904632568
PMC9767988_pyroptosis_lncRNA_STAD,JPX,Fibroblasts,1.5299999713897705
PMC9767988_pyroptosis_lncRNA_STAD,MGC12916,Mono/Macro,2.5
PMC9614251_glycolysis_lncRNA_STAD,AC010719.1,Plasma,2.559999942779541
PMC9614251_glycolysis_lncRNA_STAD,AC009948.1,DC,1.5800000429153442
PMC9614251_glycolysis_lncRNA_STAD,AL355574.1,Plasma,1.600000023841858
PMC11178724_cuproptosis_methylation_SKCM,AOC1,Mono/Macro,2.75
PMC11178724_cuproptosis_methylation_SKCM,ACO1,Mono/Macro,2.740000009536743
PMC11178724_cuproptosis_methylation_SKCM,DPYD,Mono/Macro,2.369999885559082
PMC11178724_cuproptosis_methylation_SKCM,ABCB8,DC,2.1700000762939453
PMC11178724_cuproptosis_methylation_SKCM,CIAO1,Tprolif,1.8899999856948853
PMC9342864_autophagy_Glioma,DIRAS3,MES-like Malignant,1.899999976158142
PMC9342864_autophagy_Glioma,CFLAR,CD8Tex,1.4500000476837158
PMC9342864_autophagy_Glioma,BAX,CD8Tex,1.1200000047683716
PMC9342864_autophagy_Glioma,TP53,OPC-like Malignant,1.9299999475479128
PMC9342864_autophagy_Glioma,GRID2,OPC-like Malignant,1.5199999809265137
PMC9342864_autophagy_Glioma,BIRC5,Malignant,2.440000057220459
PMC9342864_autophagy_Glioma,MAPK9,Oligodendrocyte,1.7899999618530271
PMC9342864_autophagy_Glioma,PTK6,NPC-like Malignant,1.6299999952316284
PMC9342864_autophagy_Glioma,MYC,MES-like Malignant,1.3799999952316284
PMC9561419_glycolysis_immune_LUSC,PYGB,CD8T,1.0099999904632568
PMC9561419_glycolysis_immune_LUSC,SERPIND1,CD8T,0.9900000095367432
PMC9561419_glycolysis_immune_LUSC,MDH1,CD4Tconv,0.8199999928474426
PMC9561419_glycolysis_immune_LUSC,TSLP,CD8T,1.090000033378601
PMC10414028_hypoxia_LUAD,HK1,CD8T,0.6600000262260437
PMC10414028_hypoxia_LUAD,PDK3,CD8T,1.100000023841858
PMC10414028_hypoxia_LUAD,PFKL,B,1.1100000143051147
PMC10414028_hypoxia_LUAD,SLC2A1,CD8T,1.100000023841858
PMC10414028_hypoxia_LUAD,STC1,CD8T,1.059999942779541
PMC10414028_hypoxia_LUAD,XPNPEP1,CD4Tconv,1.1399999856948853
PMC9550247_autophagy_LUAD,EIF2AK3,B,1.090000033378601
PMC9550247_autophagy_LUAD,ITGB1,CD8T,1.1200000047683716
PMC9341065_immune_autophagy_BLCA,CD96,Endothelial,0.6700000166893005
PMC9341065_immune_autophagy_BLCA,CSF3R,Fibroblasts,1.2899999618530271
PMC9341065_immune_autophagy_BLCA,IL10,Fibroblasts,1.5
PMC9341065_immune_autophagy_BLCA,OLR1,Epithelial,1.4900000095367432
PMC11382408_cuproptosis_HCC,SOX4,TECs,0.97
PMC11382408_cuproptosis_HCC,NDRG2,CAFs,1.87
PMC11382408_cuproptosis_HCC,MYC,CAFs,1.83
PMC11382408_cuproptosis_HCC,TM4SF1,TECs,1.92
PMC11382408_cuproptosis_HCC,CYB5A,Malignant cells,1.91
PMC11382408_cuproptosis_HCC,IFI27,TECs,1.89
PMC8605142_glycolysis_HCC,CDCA8,Malignant cells,1.92
PMC8605142_glycolysis_HCC,SAP30,TAMs,1.62
PMC8605142_glycolysis_HCC,UCK2,Malignant cells,1.85
PMC8377503_glycolysis_colon,PPP2CB,Endothelial,1.76
PMC8377503_glycolysis_colon,PGM2,Endothelial,1.91
PMC8377503_glycolysis_colon,PPARGC1A,Epithelial,1.22
PMC8377503_glycolysis_colon,ENO3,Macrophage,1.48
PMC8377503_glycolysis_colon,PMM2,Bcell,1.32
PMC8377503_glycolysis_colon,P4HA1,Fibroblast,1.61
PMC8377503_glycolysis_colon,STC2,Macrophage,1.65
PMC8377503_glycolysis_colon,CHPF2,Bcell,1.98
PMC9805482_autophagy_OS,CXCR4,CD8Tex,1.4900000095367432
PMC9805482_autophagy_OS,MBTPS2,Malignant,1.4299999475479126
PMC9805482_autophagy_OS,MYC,Fibroblasts,1.5399999618530271
PMC9662042_autophagy_lncRNA_KIRC,HOTAIRM1,Endothelial,1.6299999952316284
PMC9662042_autophagy_lncRNA_KIRC,LINC01507,Malignant,1.940000057220459
PMC9124146_autophagy_lncRNA_PAAD,FLVCR1-DT,Epithelial,1.2799999713897705
PMC9124146_autophagy_lncRNA_PAAD,AC125494.2,CD8T,1.5700000524520874
PMC9124146_autophagy_lncRNA_PAAD,AC012306.2,Fibroblasts,1.6200000047683716
PMC9124146_autophagy_lncRNA_PAAD,AC036176.1,Plasma,1.6699999570846558
PMC9124146_autophagy_lncRNA_PAAD,LINC01089,CD8T,1.6200000047683716
PMC9124146_autophagy_lncRNA_PAAD,AC005696.1,Epithelial,1.6799999475479126
PMC9124146_autophagy_lncRNA_PAAD,LINC02257,Fibroblasts,1.909999966621399
PMC9097333_autophagy_GBM,NDUFB9,OPC-like Malignant,0.9300000071525574
PMC9097333_autophagy_GBM,BAK1,CD8Tex,2.2799999713897705
PMC9097333_autophagy_GBM,SUPT3H,CD8Tex,2.430000066757202
PMC9097333_autophagy_GBM,GAPDH,MES-like Malignant,1.8899999856948853
PMC9097333_autophagy_GBM,CDKN1B,Oligodendrocyte,1.2000000476837158
PMC9097333_autophagy_GBM,CHMP6,MES-like Malignant,1.830000042915344
PMC9097333_autophagy_GBM,EGFR,OPC-like Malignant,1.6699999570846558
PMC9092832_hypoxia_lncRNA_digestive_panCancer,LUCAT1,Mono/Macro,2.5399999618530273
PMC9092832_hypoxia_lncRNA_digestive_panCancer,MIR4435-2HG,Mono/Macro,1.7799999713897705
PMC9092832_hypoxia_lncRNA_digestive_panCancer,AP000695.2,DC,1.409999966621399
PMC9092832_hypoxia_lncRNA_digestive_panCancer,ADAMTS9-AS2,Fibroblasts,2.2899999618530273
PMC10046686_pyroptosis_lncRNA_STAD,LINC01315,Fibroblasts,2.180000066757202
PMC10046686_pyroptosis_lncRNA_STAD,AP003392.1,Fibroblasts,2.359999895095825
PMC10046686_pyroptosis_lncRNA_STAD,AP000695.2,DC,1.409999966621399
PMC10046686_pyroptosis_lncRNA_STAD,HAGLR,Endothelial,2.6700000762939453
PMC10046686_pyroptosis_lncRNA_STAD,AL590666.2,Epithelial,2.3499999046325684
PMC12210501_ferroptosis_LUAD,PPP1R14B,CD8T,0.8700000047683716
PMC12210501_ferroptosis_LUAD,PLEK2,CD4Tconv,0.6700000166893005
PMC12210501_ferroptosis_LUAD,RHOV,CD8T,1.1200000047683716
PMC12210501_ferroptosis_LUAD,C1QTNF6,CD4Tconv,1.1200000047683716
PMC7847640_glycolysis_lncRNA_UCEC,BOLA3-AS1,Tprolif,1.690000057220459
PMC7847640_glycolysis_lncRNA_UCEC,RAB11B-AS1,Fibroblasts,2.0299999713897705
PMC8812245_glycolysis_READ,ANKZF1,Epithelial,1.85
PMC8812245_glycolysis_READ,STC2,Macrophage,1.65
PMC8812245_glycolysis_READ,SUCLG2P2,Epithelial,2.09
PMC8812245_glycolysis_READ,P4HA1,Fibroblast,1.61
PMC8812245_glycolysis_READ,GPC1,Fibroblast,2.19
PMC8812245_glycolysis_READ,PCK1,Epithelial,1.96
PMC11483459_cuproptosis_CRC,CDKN2A,Fibroblast,1.41
PMC11483459_cuproptosis_CRC,DLAT,Endothelial,1.62
PMC11920466_COAD,HEYL,Fibroblast,1.93
PMC11920466_COAD,FSTL3,Fibroblast,2.23
PMC11920466_COAD,CALB2,MastCell,2.27
PMC11920466_COAD,HOMER3,Epithelial,2.27
PMC11920466_COAD,FABP4,Endothelial,2.27
